id,date,time,name,size,type,price
2015-004546,3/18/2015,12:12:52,peppr_salami,L,supreme,20.75
2015-004546,3/18/2015,12:12:52,ckn_pesto,L,chicken,20.75
2015-004547,3/18/2015,12:12:58,the_greek,M,classic,16
2015-004548,3/18/2015,12:29:44,pepperoni,S,classic,9.75
2015-004548,3/18/2015,12:29:44,spicy_ital,L,supreme,20.75
2015-004548,3/18/2015,12:29:44,classic_dlx,M,classic,16
2015-004548,3/18/2015,12:29:44,veggie_veg,L,veggie,20.25
2015-004549,3/18/2015,12:31:00,peppr_salami,S,supreme,12.5
2015-004550,3/18/2015,12:45:18,thai_ckn,L,chicken,20.75
2015-004550,3/18/2015,12:45:18,bbq_ckn,S,chicken,12.75
2015-004551,3/18/2015,12:48:02,bbq_ckn,M,chicken,16.75
2015-004552,3/18/2015,12:50:24,southw_ckn,M,chicken,16.75
2015-004552,3/18/2015,12:50:24,ital_veggie,M,veggie,16.75
2015-004553,3/18/2015,12:50:30,ckn_pesto,M,chicken,16.75
2015-004554,3/18/2015,12:53:36,pep_msh_pep,M,classic,14.5
2015-004555,3/18/2015,13:07:53,thai_ckn,L,chicken,20.75
2015-004555,3/18/2015,13:07:53,peppr_salami,L,supreme,20.75
2015-004555,3/18/2015,13:07:53,spicy_ital,L,supreme,20.75
2015-004555,3/18/2015,13:07:53,ital_veggie,M,veggie,16.75
2015-004555,3/18/2015,13:07:53,hawaiian,L,classic,16.5
2015-004555,3/18/2015,13:07:53,southw_ckn,L,chicken,20.75
2015-004555,3/18/2015,13:07:53,spicy_ital,S,supreme,12.5
2015-004555,3/18/2015,13:07:53,peppr_salami,L,supreme,20.75
2015-004555,3/18/2015,13:07:53,hawaiian,S,classic,10.5
2015-004556,3/18/2015,13:09:57,southw_ckn,L,chicken,20.75
2015-004556,3/18/2015,13:09:57,ital_veggie,M,veggie,16.75
2015-004557,3/18/2015,13:24:33,classic_dlx,S,classic,12
2015-004558,3/18/2015,13:25:12,the_greek,XL,classic,25.5
2015-004559,3/18/2015,13:26:03,cali_ckn,L,chicken,20.75
2015-004560,3/18/2015,13:33:58,classic_dlx,S,classic,12
2015-004560,3/18/2015,13:33:58,spicy_ital,L,supreme,20.75
2015-004560,3/18/2015,13:33:58,mexicana,L,veggie,20.25
2015-004561,3/18/2015,13:37:16,bbq_ckn,L,chicken,20.75
2015-004562,3/18/2015,13:45:29,napolitana,M,classic,16
2015-004562,3/18/2015,13:45:29,prsc_argla,M,supreme,16.5
2015-004563,3/18/2015,14:03:10,veggie_veg,M,veggie,16
2015-004563,3/18/2015,14:03:10,mediterraneo,S,veggie,12
2015-004563,3/18/2015,14:03:10,hawaiian,S,classic,10.5
2015-004564,3/18/2015,14:15:58,napolitana,L,classic,20.5
2015-004565,3/18/2015,14:22:15,veggie_veg,L,veggie,20.25
2015-004565,3/18/2015,14:22:15,calabrese,S,supreme,12.25
2015-004566,3/18/2015,14:59:13,classic_dlx,S,classic,12
2015-004566,3/18/2015,14:59:13,spinach_supr,M,supreme,16.5
2015-004566,3/18/2015,14:59:13,calabrese,M,supreme,16.25
2015-004567,3/18/2015,15:44:50,pepperoni,S,classic,9.75
2015-004567,3/18/2015,15:44:50,big_meat,S,classic,12
2015-004568,3/18/2015,16:19:49,thai_ckn,L,chicken,20.75
2015-004568,3/18/2015,16:19:49,bbq_ckn,L,chicken,20.75
2015-004569,3/18/2015,16:27:52,bbq_ckn,M,chicken,16.75
2015-004569,3/18/2015,16:27:52,four_cheese,L,veggie,17.95
2015-004570,3/18/2015,17:02:20,prsc_argla,S,supreme,12.5
2015-004571,3/18/2015,17:13:04,hawaiian,L,classic,16.5
2015-004572,3/18/2015,17:23:10,bbq_ckn,S,chicken,12.75
2015-004572,3/18/2015,17:23:10,prsc_argla,S,supreme,12.5
2015-004573,3/18/2015,17:24:44,thai_ckn,S,chicken,12.75
2015-004573,3/18/2015,17:24:44,thai_ckn,S,chicken,12.75
2015-004573,3/18/2015,17:24:44,five_cheese,L,veggie,18.5
2015-004573,3/18/2015,17:24:44,cali_ckn,M,chicken,16.75
2015-004574,3/18/2015,17:27:06,spinach_supr,S,supreme,12.5
2015-004575,3/18/2015,17:27:18,veggie_veg,M,veggie,16
2015-004575,3/18/2015,17:27:18,hawaiian,L,classic,16.5
2015-004576,3/18/2015,17:30:49,green_garden,M,veggie,16
2015-004576,3/18/2015,17:30:49,thai_ckn,L,chicken,20.75
2015-004576,3/18/2015,17:30:49,cali_ckn,L,chicken,20.75
2015-004576,3/18/2015,17:30:49,spicy_ital,L,supreme,20.75
2015-004577,3/18/2015,17:51:20,thai_ckn,S,chicken,12.75
2015-004578,3/18/2015,17:59:02,bbq_ckn,M,chicken,16.75
2015-004578,3/18/2015,17:59:02,hawaiian,M,classic,13.25
2015-004579,3/18/2015,18:04:32,spicy_ital,S,supreme,12.5
2015-004579,3/18/2015,18:04:32,ckn_pesto,M,chicken,16.75
2015-004580,3/18/2015,18:11:13,mediterraneo,L,veggie,20.25
2015-004580,3/18/2015,18:11:13,mediterraneo,L,veggie,20.25
2015-004580,3/18/2015,18:11:13,hawaiian,M,classic,13.25
2015-004580,3/18/2015,18:11:13,hawaiian,S,classic,10.5
2015-004581,3/18/2015,18:15:20,southw_ckn,L,chicken,20.75
2015-004582,3/18/2015,18:27:57,classic_dlx,M,classic,16
2015-004582,3/18/2015,18:27:57,sicilian,M,supreme,16.25
2015-004582,3/18/2015,18:27:57,brie_carre,S,supreme,23.65
2015-004583,3/18/2015,18:37:23,big_meat,S,classic,12
2015-004583,3/18/2015,18:37:23,mediterraneo,L,veggie,20.25
2015-004584,3/18/2015,18:55:30,spinach_fet,M,veggie,16
2015-004584,3/18/2015,18:55:30,peppr_salami,L,supreme,20.75
2015-004585,3/18/2015,19:00:56,green_garden,S,veggie,12
2015-004586,3/18/2015,19:01:59,spinach_fet,M,veggie,16
2015-004587,3/18/2015,19:30:25,green_garden,L,veggie,20.25
2015-004587,3/18/2015,19:30:25,the_greek,M,classic,16
2015-004588,3/18/2015,19:43:01,big_meat,S,classic,12
2015-004589,3/18/2015,19:57:35,big_meat,S,classic,12
2015-004589,3/18/2015,19:57:35,spinach_supr,M,supreme,16.5
2015-004589,3/18/2015,19:57:35,hawaiian,L,classic,16.5
2015-004589,3/18/2015,19:57:35,spin_pesto,M,veggie,16.5
2015-004590,3/18/2015,20:03:05,bbq_ckn,L,chicken,20.75
2015-004590,3/18/2015,20:03:05,spicy_ital,L,supreme,20.75
2015-004591,3/18/2015,20:04:42,ital_supr,L,supreme,20.75
2015-004591,3/18/2015,20:04:42,classic_dlx,L,classic,20.5
2015-004591,3/18/2015,20:04:42,pep_msh_pep,S,classic,11
2015-004591,3/18/2015,20:04:42,soppressata,S,supreme,12.5
2015-004592,3/18/2015,20:05:46,the_greek,L,classic,20.5
2015-004593,3/18/2015,20:08:10,veggie_veg,S,veggie,12
2015-004594,3/18/2015,20:19:08,spicy_ital,L,supreme,20.75
2015-004595,3/18/2015,20:41:38,napolitana,L,classic,20.5
2015-004596,3/18/2015,20:42:12,pepperoni,L,classic,15.25
2015-004596,3/18/2015,20:42:12,four_cheese,M,veggie,14.75
2015-004597,3/18/2015,20:45:48,hawaiian,L,classic,16.5
2015-004597,3/18/2015,20:45:48,thai_ckn,M,chicken,16.75
2015-004597,3/18/2015,20:45:48,brie_carre,S,supreme,23.65
2015-004598,3/18/2015,21:05:40,sicilian,L,supreme,20.25
2015-004599,3/18/2015,21:13:49,sicilian,M,supreme,16.25
2015-004600,3/18/2015,21:35:26,ital_cpcllo,L,classic,20.5
2015-004601,3/18/2015,22:27:51,five_cheese,L,veggie,18.5
2015-004602,3/18/2015,22:28:11,bbq_ckn,L,chicken,20.75
2015-004602,3/18/2015,22:28:11,classic_dlx,M,classic,16
2015-004602,3/18/2015,22:28:11,hawaiian,L,classic,16.5
2015-004603,3/19/2015,11:24:09,the_greek,M,classic,16
2015-004603,3/19/2015,11:24:09,ckn_alfredo,M,chicken,16.75
2015-004603,3/19/2015,11:24:09,bbq_ckn,S,chicken,12.75
2015-004603,3/19/2015,11:24:09,thai_ckn,L,chicken,20.75
2015-004603,3/19/2015,11:24:09,soppressata,L,supreme,20.75
2015-004604,3/19/2015,11:27:07,ital_veggie,M,veggie,16.75
2015-004604,3/19/2015,11:27:07,brie_carre,S,supreme,23.65
2015-004605,3/19/2015,11:31:04,peppr_salami,M,supreme,16.5
2015-004606,3/19/2015,11:40:23,spinach_supr,S,supreme,12.5
2015-004607,3/19/2015,11:40:57,ital_supr,M,supreme,16.5
2015-004607,3/19/2015,11:40:57,napolitana,L,classic,20.5
2015-004608,3/19/2015,11:45:56,ckn_alfredo,M,chicken,16.75
2015-004608,3/19/2015,11:45:56,ital_veggie,M,veggie,16.75
2015-004608,3/19/2015,11:45:56,classic_dlx,S,classic,12
2015-004608,3/19/2015,11:45:56,ital_supr,M,supreme,16.5
2015-004609,3/19/2015,12:02:16,peppr_salami,L,supreme,20.75
2015-004610,3/19/2015,12:20:14,pepperoni,M,classic,12.5
2015-004611,3/19/2015,12:26:04,classic_dlx,L,classic,20.5
2015-004611,3/19/2015,12:26:04,thai_ckn,S,chicken,12.75
2015-004611,3/19/2015,12:26:04,ckn_pesto,M,chicken,16.75
2015-004611,3/19/2015,12:26:04,mexicana,L,veggie,20.25
2015-004611,3/19/2015,12:26:04,the_greek,S,classic,12
2015-004611,3/19/2015,12:26:04,cali_ckn,L,chicken,20.75
2015-004611,3/19/2015,12:26:04,soppressata,M,supreme,16.5
2015-004611,3/19/2015,12:26:04,soppressata,S,supreme,12.5
2015-004611,3/19/2015,12:26:04,thai_ckn,S,chicken,12.75
2015-004611,3/19/2015,12:26:04,classic_dlx,M,classic,16
2015-004611,3/19/2015,12:26:04,pepperoni,S,classic,9.75
2015-004611,3/19/2015,12:26:04,spicy_ital,S,supreme,12.5
2015-004612,3/19/2015,12:27:44,spinach_fet,M,veggie,16
2015-004613,3/19/2015,12:57:29,spinach_fet,S,veggie,12
2015-004614,3/19/2015,13:02:47,hawaiian,S,classic,10.5
2015-004615,3/19/2015,13:04:55,spinach_fet,S,veggie,12
2015-004615,3/19/2015,13:04:55,calabrese,S,supreme,12.25
2015-004616,3/19/2015,13:06:44,spinach_fet,L,veggie,20.25
2015-004617,3/19/2015,13:14:22,bbq_ckn,L,chicken,20.75
2015-004617,3/19/2015,13:14:22,big_meat,S,classic,12
2015-004617,3/19/2015,13:14:22,classic_dlx,L,classic,20.5
2015-004617,3/19/2015,13:14:22,four_cheese,L,veggie,17.95
2015-004618,3/19/2015,13:18:06,pepperoni,L,classic,15.25
2015-004619,3/19/2015,13:21:51,pepperoni,S,classic,9.75
2015-004619,3/19/2015,13:21:51,ckn_alfredo,L,chicken,20.75
2015-004619,3/19/2015,13:21:51,veggie_veg,L,veggie,20.25
2015-004620,3/19/2015,13:37:11,peppr_salami,S,supreme,12.5
2015-004621,3/19/2015,13:39:12,spinach_supr,M,supreme,16.5
2015-004621,3/19/2015,13:39:12,pepperoni,L,classic,15.25
2015-004621,3/19/2015,13:39:12,ital_supr,L,supreme,20.75
2015-004621,3/19/2015,13:39:12,ital_supr,M,supreme,16.5
2015-004622,3/19/2015,14:31:45,napolitana,M,classic,16
2015-004622,3/19/2015,14:31:45,veggie_veg,L,veggie,20.25
2015-004623,3/19/2015,14:41:44,bbq_ckn,M,chicken,16.75
2015-004623,3/19/2015,14:41:44,thai_ckn,L,chicken,20.75
2015-004623,3/19/2015,14:41:44,southw_ckn,S,chicken,12.75
2015-004623,3/19/2015,14:41:44,big_meat,S,classic,12
2015-004623,3/19/2015,14:41:44,peppr_salami,S,supreme,12.5
2015-004623,3/19/2015,14:41:44,brie_carre,S,supreme,23.65
2015-004623,3/19/2015,14:41:44,the_greek,XL,classic,25.5
2015-004623,3/19/2015,14:41:44,hawaiian,S,classic,10.5
2015-004623,3/19/2015,14:41:44,sicilian,M,supreme,16.25
2015-004623,3/19/2015,14:41:44,soppressata,L,supreme,20.75
2015-004623,3/19/2015,14:41:44,pep_msh_pep,M,classic,14.5
2015-004623,3/19/2015,14:41:44,green_garden,S,veggie,12
2015-004623,3/19/2015,14:41:44,bbq_ckn,L,chicken,20.75
2015-004624,3/19/2015,14:59:35,prsc_argla,L,supreme,20.75
2015-004625,3/19/2015,15:42:30,prsc_argla,S,supreme,12.5
2015-004625,3/19/2015,15:42:30,bbq_ckn,L,chicken,20.75
2015-004625,3/19/2015,15:42:30,thai_ckn,L,chicken,20.75
2015-004625,3/19/2015,15:42:30,ckn_alfredo,M,chicken,16.75
2015-004626,3/19/2015,15:45:01,cali_ckn,M,chicken,16.75
2015-004627,3/19/2015,16:04:23,classic_dlx,S,classic,12
2015-004627,3/19/2015,16:04:23,peppr_salami,L,supreme,20.75
2015-004628,3/19/2015,16:16:31,hawaiian,S,classic,10.5
2015-004628,3/19/2015,16:16:31,peppr_salami,S,supreme,12.5
2015-004628,3/19/2015,16:16:31,mexicana,L,veggie,20.25
2015-004629,3/19/2015,16:24:30,sicilian,M,supreme,16.25
2015-004629,3/19/2015,16:24:30,hawaiian,S,classic,10.5
2015-004630,3/19/2015,16:51:19,hawaiian,S,classic,10.5
2015-004630,3/19/2015,16:51:19,bbq_ckn,L,chicken,20.75
2015-004630,3/19/2015,16:51:19,spicy_ital,L,supreme,20.75
2015-004630,3/19/2015,16:51:19,classic_dlx,M,classic,16
2015-004631,3/19/2015,17:20:17,ital_supr,M,supreme,16.5
2015-004631,3/19/2015,17:20:17,spinach_fet,S,veggie,12
2015-004632,3/19/2015,17:25:31,big_meat,S,classic,12
2015-004632,3/19/2015,17:25:31,ital_cpcllo,M,classic,16
2015-004633,3/19/2015,17:28:29,spin_pesto,L,veggie,20.75
2015-004634,3/19/2015,17:44:39,peppr_salami,M,supreme,16.5
2015-004634,3/19/2015,17:44:39,napolitana,S,classic,12
2015-004634,3/19/2015,17:44:39,ital_cpcllo,L,classic,20.5
2015-004635,3/19/2015,17:45:58,big_meat,S,classic,12
2015-004635,3/19/2015,17:45:58,classic_dlx,S,classic,12
2015-004636,3/19/2015,17:58:30,prsc_argla,S,supreme,12.5
2015-004636,3/19/2015,17:58:30,ital_supr,L,supreme,20.75
2015-004637,3/19/2015,18:04:27,ckn_alfredo,L,chicken,20.75
2015-004637,3/19/2015,18:04:27,spin_pesto,L,veggie,20.75
2015-004638,3/19/2015,18:18:28,sicilian,S,supreme,12.25
2015-004638,3/19/2015,18:18:28,southw_ckn,M,chicken,16.75
2015-004639,3/19/2015,18:19:16,ital_cpcllo,S,classic,12
2015-004639,3/19/2015,18:19:16,five_cheese,L,veggie,18.5
2015-004639,3/19/2015,18:19:16,four_cheese,L,veggie,17.95
2015-004640,3/19/2015,18:35:46,ckn_pesto,L,chicken,20.75
2015-004641,3/19/2015,18:37:11,mexicana,L,veggie,20.25
2015-004641,3/19/2015,18:37:11,cali_ckn,L,chicken,20.75
2015-004642,3/19/2015,19:05:06,mexicana,L,veggie,20.25
2015-004642,3/19/2015,19:05:06,ckn_pesto,L,chicken,20.75
2015-004642,3/19/2015,19:05:06,mediterraneo,S,veggie,12
2015-004642,3/19/2015,19:05:06,cali_ckn,S,chicken,12.75
2015-004643,3/19/2015,19:11:53,southw_ckn,L,chicken,20.75
2015-004643,3/19/2015,19:11:53,sicilian,M,supreme,16.25
2015-004644,3/19/2015,19:18:36,thai_ckn,L,chicken,20.75
2015-004644,3/19/2015,19:18:36,sicilian,S,supreme,12.25
2015-004644,3/19/2015,19:18:36,pep_msh_pep,L,classic,17.5
2015-004644,3/19/2015,19:18:36,mediterraneo,M,veggie,16
2015-004645,3/19/2015,19:21:02,four_cheese,M,veggie,14.75
2015-004645,3/19/2015,19:21:02,classic_dlx,M,classic,16
2015-004645,3/19/2015,19:21:02,bbq_ckn,L,chicken,20.75
2015-004645,3/19/2015,19:21:02,big_meat,S,classic,12
2015-004646,3/19/2015,19:22:44,ital_supr,L,supreme,20.75
2015-004646,3/19/2015,19:22:44,calabrese,L,supreme,20.25
2015-004646,3/19/2015,19:22:44,peppr_salami,M,supreme,16.5
2015-004647,3/19/2015,19:36:47,cali_ckn,M,chicken,16.75
2015-004647,3/19/2015,19:36:47,green_garden,S,veggie,12
2015-004648,3/19/2015,19:40:10,soppressata,L,supreme,20.75
2015-004648,3/19/2015,19:40:10,ital_veggie,S,veggie,12.75
2015-004649,3/19/2015,19:43:03,five_cheese,L,veggie,18.5
2015-004650,3/19/2015,19:48:15,classic_dlx,L,classic,20.5
2015-004650,3/19/2015,19:48:15,ckn_pesto,M,chicken,16.75
2015-004651,3/19/2015,19:55:20,spinach_supr,L,supreme,20.75
2015-004651,3/19/2015,19:55:20,bbq_ckn,M,chicken,16.75
2015-004651,3/19/2015,19:55:20,soppressata,M,supreme,16.5
2015-004651,3/19/2015,19:55:20,four_cheese,M,veggie,14.75
2015-004652,3/19/2015,19:57:11,southw_ckn,M,chicken,16.75
2015-004652,3/19/2015,19:57:11,prsc_argla,M,supreme,16.5
2015-004653,3/19/2015,20:16:45,ckn_alfredo,M,chicken,16.75
2015-004653,3/19/2015,20:16:45,ital_supr,M,supreme,16.5
2015-004654,3/19/2015,20:23:12,big_meat,S,classic,12
2015-004655,3/19/2015,20:30:29,the_greek,XL,classic,25.5
2015-004655,3/19/2015,20:30:29,mediterraneo,L,veggie,20.25
2015-004656,3/19/2015,20:43:33,spin_pesto,S,veggie,12.5
2015-004656,3/19/2015,20:43:33,four_cheese,L,veggie,17.95
2015-004657,3/19/2015,20:48:08,four_cheese,L,veggie,17.95
2015-004658,3/19/2015,21:34:17,thai_ckn,S,chicken,12.75
2015-004659,3/19/2015,21:53:59,five_cheese,L,veggie,18.5
2015-004659,3/19/2015,21:53:59,classic_dlx,M,classic,16
2015-004660,3/19/2015,22:14:01,green_garden,L,veggie,20.25
2015-004661,3/20/2015,11:33:30,spinach_fet,S,veggie,12
2015-004661,3/20/2015,11:33:30,ckn_pesto,L,chicken,20.75
2015-004661,3/20/2015,11:33:30,southw_ckn,L,chicken,20.75
2015-004661,3/20/2015,11:33:30,hawaiian,L,classic,16.5
2015-004662,3/20/2015,11:47:53,spin_pesto,S,veggie,12.5
2015-004662,3/20/2015,11:47:53,five_cheese,L,veggie,18.5
2015-004662,3/20/2015,11:47:53,spinach_supr,L,supreme,20.75
2015-004663,3/20/2015,12:12:03,spicy_ital,S,supreme,12.5
2015-004664,3/20/2015,12:24:44,soppressata,L,supreme,20.75
2015-004664,3/20/2015,12:24:44,bbq_ckn,L,chicken,20.75
2015-004664,3/20/2015,12:24:44,ital_supr,M,supreme,16.5
2015-004664,3/20/2015,12:24:44,pepperoni,L,classic,15.25
2015-004665,3/20/2015,12:39:39,classic_dlx,L,classic,20.5
2015-004665,3/20/2015,12:39:39,five_cheese,L,veggie,18.5
2015-004665,3/20/2015,12:39:39,four_cheese,L,veggie,17.95
2015-004665,3/20/2015,12:39:39,thai_ckn,L,chicken,20.75
2015-004665,3/20/2015,12:39:39,ckn_alfredo,M,chicken,16.75
2015-004665,3/20/2015,12:39:39,pep_msh_pep,S,classic,11
2015-004666,3/20/2015,12:40:13,bbq_ckn,S,chicken,12.75
2015-004666,3/20/2015,12:40:13,cali_ckn,M,chicken,16.75
2015-004667,3/20/2015,12:52:56,spicy_ital,L,supreme,20.75
2015-004667,3/20/2015,12:52:56,spinach_supr,M,supreme,16.5
2015-004667,3/20/2015,12:52:56,spin_pesto,L,veggie,20.75
2015-004667,3/20/2015,12:52:56,spinach_fet,S,veggie,12
2015-004667,3/20/2015,12:52:56,pepperoni,M,classic,12.5
2015-004667,3/20/2015,12:52:56,cali_ckn,M,chicken,16.75
2015-004667,3/20/2015,12:52:56,green_garden,L,veggie,20.25
2015-004668,3/20/2015,12:53:37,veggie_veg,M,veggie,16
2015-004668,3/20/2015,12:53:37,prsc_argla,L,supreme,20.75
2015-004669,3/20/2015,12:55:55,ital_supr,L,supreme,20.75
2015-004669,3/20/2015,12:55:55,pepperoni,L,classic,15.25
2015-004669,3/20/2015,12:55:55,ital_cpcllo,L,classic,20.5
2015-004669,3/20/2015,12:55:55,cali_ckn,S,chicken,12.75
2015-004669,3/20/2015,12:55:55,napolitana,S,classic,12
2015-004670,3/20/2015,12:56:01,spin_pesto,L,veggie,20.75
2015-004670,3/20/2015,12:56:01,calabrese,M,supreme,16.25
2015-004670,3/20/2015,12:56:01,thai_ckn,L,chicken,20.75
2015-004671,3/20/2015,13:02:39,thai_ckn,L,chicken,20.75
2015-004671,3/20/2015,13:02:39,mexicana,M,veggie,16
2015-004671,3/20/2015,13:02:39,spinach_fet,M,veggie,16
2015-004672,3/20/2015,13:09:27,veggie_veg,M,veggie,16
2015-004673,3/20/2015,13:18:11,ital_cpcllo,L,classic,20.5
2015-004673,3/20/2015,13:18:11,pepperoni,M,classic,12.5
2015-004673,3/20/2015,13:18:11,bbq_ckn,L,chicken,20.75
2015-004674,3/20/2015,13:27:07,peppr_salami,S,supreme,12.5
2015-004675,3/20/2015,13:27:10,napolitana,S,classic,12
2015-004675,3/20/2015,13:27:10,pep_msh_pep,S,classic,11
2015-004676,3/20/2015,13:28:26,hawaiian,S,classic,10.5
2015-004677,3/20/2015,13:43:36,five_cheese,L,veggie,18.5
2015-004678,3/20/2015,13:52:15,prsc_argla,L,supreme,20.75
2015-004679,3/20/2015,14:03:43,cali_ckn,M,chicken,16.75
2015-004680,3/20/2015,14:09:05,southw_ckn,L,chicken,20.75
2015-004681,3/20/2015,14:19:44,pepperoni,L,classic,15.25
2015-004681,3/20/2015,14:19:44,southw_ckn,L,chicken,20.75
2015-004682,3/20/2015,14:58:30,pepperoni,S,classic,9.75
2015-004683,3/20/2015,15:03:44,bbq_ckn,S,chicken,12.75
2015-004683,3/20/2015,15:03:44,classic_dlx,S,classic,12
2015-004684,3/20/2015,15:40:10,southw_ckn,M,chicken,16.75
2015-004685,3/20/2015,15:40:29,five_cheese,L,veggie,18.5
2015-004685,3/20/2015,15:40:29,spinach_fet,S,veggie,12
2015-004686,3/20/2015,15:58:56,cali_ckn,L,chicken,20.75
2015-004686,3/20/2015,15:58:56,pep_msh_pep,L,classic,17.5
2015-004687,3/20/2015,16:51:47,southw_ckn,L,chicken,20.75
2015-004687,3/20/2015,16:51:47,sicilian,L,supreme,20.25
2015-004688,3/20/2015,16:52:55,ital_supr,M,supreme,16.5
2015-004689,3/20/2015,16:54:26,thai_ckn,M,chicken,16.75
2015-004689,3/20/2015,16:54:26,ital_cpcllo,M,classic,16
2015-004690,3/20/2015,17:03:46,big_meat,S,classic,12
2015-004690,3/20/2015,17:03:46,thai_ckn,L,chicken,20.75
2015-004691,3/20/2015,17:06:29,green_garden,M,veggie,16
2015-004692,3/20/2015,17:35:37,southw_ckn,M,chicken,16.75
2015-004692,3/20/2015,17:35:37,pep_msh_pep,S,classic,11
2015-004692,3/20/2015,17:35:37,veggie_veg,M,veggie,16
2015-004693,3/20/2015,17:37:54,peppr_salami,M,supreme,16.5
2015-004693,3/20/2015,17:37:54,thai_ckn,M,chicken,16.75
2015-004693,3/20/2015,17:37:54,peppr_salami,M,supreme,16.5
2015-004693,3/20/2015,17:37:54,napolitana,S,classic,12
2015-004694,3/20/2015,17:38:33,spinach_fet,S,veggie,12
2015-004694,3/20/2015,17:38:33,five_cheese,L,veggie,18.5
2015-004695,3/20/2015,18:04:31,four_cheese,L,veggie,17.95
2015-004695,3/20/2015,18:04:31,hawaiian,S,classic,10.5
2015-004696,3/20/2015,18:10:14,cali_ckn,M,chicken,16.75
2015-004697,3/20/2015,18:24:39,spicy_ital,L,supreme,20.75
2015-004697,3/20/2015,18:24:39,napolitana,L,classic,20.5
2015-004698,3/20/2015,18:29:47,veggie_veg,L,veggie,20.25
2015-004698,3/20/2015,18:29:47,thai_ckn,S,chicken,12.75
2015-004698,3/20/2015,18:29:47,napolitana,L,classic,20.5
2015-004698,3/20/2015,18:29:47,southw_ckn,L,chicken,20.75
2015-004699,3/20/2015,18:44:52,pep_msh_pep,S,classic,11
2015-004699,3/20/2015,18:44:52,classic_dlx,L,classic,20.5
2015-004700,3/20/2015,18:49:15,pep_msh_pep,L,classic,17.5
2015-004701,3/20/2015,18:49:32,five_cheese,L,veggie,18.5
2015-004701,3/20/2015,18:49:32,calabrese,L,supreme,20.25
2015-004702,3/20/2015,18:54:47,ckn_alfredo,M,chicken,16.75
2015-004702,3/20/2015,18:54:47,veggie_veg,M,veggie,16
2015-004703,3/20/2015,18:54:51,spicy_ital,L,supreme,20.75
2015-004703,3/20/2015,18:54:51,green_garden,M,veggie,16
2015-004703,3/20/2015,18:54:51,pepperoni,L,classic,15.25
2015-004703,3/20/2015,18:54:51,ital_supr,L,supreme,20.75
2015-004704,3/20/2015,19:01:03,hawaiian,M,classic,13.25
2015-004705,3/20/2015,19:07:12,cali_ckn,M,chicken,16.75
2015-004706,3/20/2015,19:16:21,ckn_pesto,M,chicken,16.75
2015-004706,3/20/2015,19:16:21,spin_pesto,M,veggie,16.5
2015-004706,3/20/2015,19:16:21,prsc_argla,L,supreme,20.75
2015-004706,3/20/2015,19:16:21,ital_cpcllo,L,classic,20.5
2015-004707,3/20/2015,19:27:09,spinach_fet,S,veggie,12
2015-004707,3/20/2015,19:27:09,veggie_veg,M,veggie,16
2015-004708,3/20/2015,19:31:55,mediterraneo,S,veggie,12
2015-004708,3/20/2015,19:31:55,mexicana,M,veggie,16
2015-004708,3/20/2015,19:31:55,ital_veggie,S,veggie,12.75
2015-004709,3/20/2015,19:34:01,cali_ckn,S,chicken,12.75
2015-004709,3/20/2015,19:34:01,classic_dlx,L,classic,20.5
2015-004710,3/20/2015,19:50:29,thai_ckn,L,chicken,20.75
2015-004710,3/20/2015,19:50:29,southw_ckn,M,chicken,16.75
2015-004710,3/20/2015,19:50:29,ital_cpcllo,S,classic,12
2015-004711,3/20/2015,19:52:39,napolitana,L,classic,20.5
2015-004711,3/20/2015,19:52:39,big_meat,S,classic,12
2015-004711,3/20/2015,19:52:39,bbq_ckn,S,chicken,12.75
2015-004711,3/20/2015,19:52:39,classic_dlx,M,classic,16
2015-004712,3/20/2015,19:56:47,bbq_ckn,S,chicken,12.75
2015-004713,3/20/2015,20:08:33,four_cheese,L,veggie,17.95
2015-004714,3/20/2015,20:08:46,mexicana,L,veggie,20.25
2015-004715,3/20/2015,20:16:44,hawaiian,S,classic,10.5
2015-004715,3/20/2015,20:16:44,four_cheese,M,veggie,14.75
2015-004715,3/20/2015,20:16:44,four_cheese,L,veggie,17.95
2015-004716,3/20/2015,20:33:22,classic_dlx,S,classic,12
2015-004716,3/20/2015,20:33:22,hawaiian,S,classic,10.5
2015-004716,3/20/2015,20:33:22,four_cheese,L,veggie,17.95
2015-004717,3/20/2015,20:56:46,spicy_ital,L,supreme,20.75
2015-004718,3/20/2015,21:11:17,five_cheese,L,veggie,18.5
2015-004719,3/20/2015,21:21:56,ckn_alfredo,M,chicken,16.75
2015-004720,3/20/2015,21:28:14,four_cheese,M,veggie,14.75
2015-004720,3/20/2015,21:28:14,spicy_ital,L,supreme,20.75
2015-004721,3/20/2015,21:37:57,spicy_ital,L,supreme,20.75
2015-004721,3/20/2015,21:37:57,spinach_fet,S,veggie,12
2015-004722,3/20/2015,21:49:53,southw_ckn,L,chicken,20.75
2015-004722,3/20/2015,21:49:53,classic_dlx,M,classic,16
2015-004722,3/20/2015,21:49:53,prsc_argla,S,supreme,12.5
2015-004722,3/20/2015,21:49:53,four_cheese,M,veggie,14.75
2015-004723,3/20/2015,21:52:10,sicilian,M,supreme,16.25
2015-004723,3/20/2015,21:52:10,bbq_ckn,M,chicken,16.75
2015-004723,3/20/2015,21:52:10,spicy_ital,L,supreme,20.75
